0.88,0.78666669,0.78666669,0.85777777,0.84444445,0.83999997,0.8977778,0.82222223,0.88,0.84888887
0.8977778,0.86666667,0.83555555,0.83555555,0.85333335,0.85777777,0.86666667,0.84444445,0.85777777,0.86666667
0.88,0.86222219,0.82222223,0.82222223,0.87111109,0.81333333,0.84888887,0.87555557,0.84888887,0.8977778
0.83111113,0.83999997,0.86222219,0.87111109,0.88,0.88,0.86666667,0.87111109,0.86222219,0.84888887
0.86666667,0.83555555,0.85777777,0.83999997,0.86222219,0.84888887,0.83555555,0.81777775,0.83555555,0.84444445
0.87111109,0.85777777,0.81777775,0.81333333,0.89333332,0.84888887,0.87555557,0.88444442,0.85777777,0.76444447
0.86222219,0.82666665,0.86222219,0.80000001,0.84888887,0.85777777,0.8977778,0.79555553,0.87111109,0.88
0.84444445,0.83555555,0.86222219,0.87111109,0.87555557,0.85333335,0.88444442,0.84444445,0.87111109,0.87555557
0.83111113,0.84444445,0.88444442,0.79555553,0.86222219,0.84444445,0.90222222,0.83999997,0.87111109,0.86666667
0.88,0.77777779,0.80444443,0.84888887,0.85333335,0.83111113,0.87111109,0.85333335,0.88444442,0.85777777
