0.83999997,0.92000002,0.87111109,0.91111112,0.94222224,0.92888892,0.9066667,0.92444444,0.8888889,0.93777776
0.90222222,0.87555557,0.8888889,0.92444444,0.91111112,0.85777777,0.90222222,0.91111112,0.83999997,0.9066667
0.85333335,0.85333335,0.78222221,0.88,0.89333332,0.8977778,0.8977778,0.94666666,0.91111112,0.94222224
0.8977778,0.90222222,0.87111109,0.88,0.90222222,0.86666667,0.9066667,0.8977778,0.93777776,0.91111112
0.92444444,0.88444442,0.81777775,0.92888892,0.91111112,0.84444445,0.92888892,0.9066667,0.88444442,0.90222222
0.85333335,0.87555557,0.80000001,0.91111112,0.93777776,0.90222222,0.91555554,0.94222224,0.91555554,0.93333334
0.8977778,0.85777777,0.86222219,0.8977778,0.8977778,0.87111109,0.87111109,0.95555556,0.91111112,0.93333334
0.91111112,0.8888889,0.84888887,0.89333332,0.93777776,0.9066667,0.92000002,0.93777776,0.89333332,0.92444444
0.9066667,0.92888892,0.80888891,0.88,0.84888887,0.9066667,0.92000002,0.93777776,0.8977778,0.8888889
0.89333332,0.90222222,0.87111109,0.84888887,0.91555554,0.85333335,0.91555554,0.92444444,0.91111112,0.92444444
