0.82666665,0.79111111,0.82222223,0.85777777,0.88,0.87111109,0.86222219,0.82666665,0.85333335,0.86222219
0.81333333,0.79555553,0.73777777,0.80888891,0.88444442,0.86666667,0.88,0.85333335,0.86666667,0.84888887
0.86666667,0.83999997,0.77777779,0.84444445,0.8888889,0.81333333,0.85777777,0.83555555,0.86222219,0.81777775
0.80888891,0.81777775,0.73333335,0.82222223,0.87555557,0.82222223,0.80000001,0.83111113,0.79111111,0.75111109
0.83111113,0.81777775,0.69777775,0.79555553,0.85777777,0.86222219,0.84888887,0.82666665,0.84444445,0.87111109
0.84888887,0.83555555,0.80888891,0.80888891,0.83111113,0.84444445,0.88,0.78666669,0.83999997,0.83111113
0.77777779,0.86222219,0.70666665,0.79555553,0.81777775,0.82222223,0.88,0.86666667,0.77333331,0.83999997
0.84444445,0.83555555,0.74666667,0.84888887,0.85333335,0.87111109,0.86666667,0.83111113,0.80888891,0.87555557
0.86222219,0.81333333,0.80888891,0.83111113,0.81777775,0.76888889,0.85333335,0.81777775,0.86222219,0.88
0.82222223,0.76888889,0.73333335,0.84444445,0.82222223,0.76888889,0.86666667,0.83555555,0.81333333,0.88
